titoloFile,dataReport,hrefFile,titoloPagina,url
PA Bolzano,20200818,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/PA_Bolzano_20200818.pdf,"Monitoraggio settimanale Covid-19, report 10-16 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5025
PA Trento,20200818,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/PA_Trento_20200818.pdf,"Monitoraggio settimanale Covid-19, report 10-16 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5025
Piemonte,20200818,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Piemonte_20200818.pdf,"Monitoraggio settimanale Covid-19, report 10-16 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5025
Puglia,20200818,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Puglia_20200818.pdf,"Monitoraggio settimanale Covid-19, report 10-16 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5025
Sardegna,20200818,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Sardegna_20200818.pdf,"Monitoraggio settimanale Covid-19, report 10-16 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5025
Sicilia,20200818,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Sicilia_20200818.pdf,"Monitoraggio settimanale Covid-19, report 10-16 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5025
Toscana,20200818,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Toscana_20200818.pdf,"Monitoraggio settimanale Covid-19, report 10-16 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5025
Umbria,20200818,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Umbria_20200818.pdf,"Monitoraggio settimanale Covid-19, report 10-16 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5025
Valle D'Aosta,20200818,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/ValledAosta_20200818.pdf,"Monitoraggio settimanale Covid-19, report 10-16 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5025
Veneto,20200818,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Veneto_20200818.pdf,"Monitoraggio settimanale Covid-19, report 10-16 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5025
Abruzzo,20200825,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Abruzzo_20200825.pdf,"Monitoraggio settimanale Covid-19, report 17-23 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5032
Basilicata,20200825,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Basilicata_20200825.pdf,"Monitoraggio settimanale Covid-19, report 17-23 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5032
Calabria,20200825,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Calabria_20200825.pdf,"Monitoraggio settimanale Covid-19, report 17-23 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5032
Campania,20200825,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Campania_20200825.pdf,"Monitoraggio settimanale Covid-19, report 17-23 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5032
Emilia Romagna,20200825,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Emilia-Romagna_20200825.pdf,"Monitoraggio settimanale Covid-19, report 17-23 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5032
Friuli Venezia Giulia,20200825,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Friuli-Venezia_Giulia_20200825.pdf,"Monitoraggio settimanale Covid-19, report 17-23 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5032
Lazio,20200825,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Lazio_20200825.pdf,"Monitoraggio settimanale Covid-19, report 17-23 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5032
Liguria,20200825,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Liguria_20200825.pdf,"Monitoraggio settimanale Covid-19, report 17-23 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5032
Lombardia,20200825,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Lombardia_20200825.pdf,"Monitoraggio settimanale Covid-19, report 17-23 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5032
Marche,20200825,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Marche_20200825.pdf,"Monitoraggio settimanale Covid-19, report 17-23 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5032
Molise,20200825,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Molise_20200825.pdf,"Monitoraggio settimanale Covid-19, report 17-23 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5032
PA Bolzano,20200825,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/PA_Bolzano_20200825.pdf,"Monitoraggio settimanale Covid-19, report 17-23 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5032
PA Trento,20200825,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/PA_Trento_20200825.pdf,"Monitoraggio settimanale Covid-19, report 17-23 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5032
Piemonte,20200825,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Piemonte_20200825.pdf,"Monitoraggio settimanale Covid-19, report 17-23 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5032
Puglia,20200825,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Puglia_20200825.pdf,"Monitoraggio settimanale Covid-19, report 17-23 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5032
Sardegna,20200825,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Sardegna_20200825.pdf,"Monitoraggio settimanale Covid-19, report 17-23 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5032
Sicilia,20200825,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Sicilia_20200825.pdf,"Monitoraggio settimanale Covid-19, report 17-23 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5032
Toscana,20200825,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Toscana_20200825.pdf,"Monitoraggio settimanale Covid-19, report 17-23 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5032
Umbria,20200825,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Umbria_20200825.pdf,"Monitoraggio settimanale Covid-19, report 17-23 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5032
Valle D'Aosta,20200825,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/ValledAosta_20200825.pdf,"Monitoraggio settimanale Covid-19, report 17-23 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5032
Veneto,20200825,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Veneto_20200825.pdf,"Monitoraggio settimanale Covid-19, report 17-23 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5032
Abruzzo,20200901,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Abruzzo_20200901.pdf,"Monitoraggio settimanale Covid-19, report 24-30 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5044
Basilicata,20200901,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Basilicata_20200901.pdf,"Monitoraggio settimanale Covid-19, report 24-30 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5044
Calabria,20200901,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Calabria_20200901.pdf,"Monitoraggio settimanale Covid-19, report 24-30 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5044
Campania,20200901,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Campania_20200901.pdf,"Monitoraggio settimanale Covid-19, report 24-30 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5044
Emilia Romagna,20200901,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Emilia-Romagna_20200901.pdf,"Monitoraggio settimanale Covid-19, report 24-30 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5044
Friuli Venezia Giulia,20200901,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Friuli-Venezia_Giulia_20200901.pdf,"Monitoraggio settimanale Covid-19, report 24-30 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5044
Lazio,20200901,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Lazio_20200901.pdf,"Monitoraggio settimanale Covid-19, report 24-30 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5044
Liguria,20200901,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Liguria_20200901.pdf,"Monitoraggio settimanale Covid-19, report 24-30 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5044
Lombardia,20200901,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Lombardia_20200901.pdf,"Monitoraggio settimanale Covid-19, report 24-30 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5044
Marche,20200901,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Marche_20200901.pdf,"Monitoraggio settimanale Covid-19, report 24-30 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5044
Molise,20200901,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Molise_20200901.pdf,"Monitoraggio settimanale Covid-19, report 24-30 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5044
PA Bolzano,20200901,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/PA_Bolzano_20200901.pdf,"Monitoraggio settimanale Covid-19, report 24-30 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5044
PA Trento,20200901,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/PA_Trento_20200901.pdf,"Monitoraggio settimanale Covid-19, report 24-30 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5044
Piemonte,20200901,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Piemonte_20200901.pdf,"Monitoraggio settimanale Covid-19, report 24-30 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5044
Puglia,20200901,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Puglia_20200901.pdf,"Monitoraggio settimanale Covid-19, report 24-30 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5044
Sardegna,20200901,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Sardegna_20200901.pdf,"Monitoraggio settimanale Covid-19, report 24-30 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5044
Sicilia,20200901,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Sicilia_20200901.pdf,"Monitoraggio settimanale Covid-19, report 24-30 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5044
Toscana,20200901,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Toscana_20200901.pdf,"Monitoraggio settimanale Covid-19, report 24-30 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5044
Umbria,20200901,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Umbria_20200901.pdf,"Monitoraggio settimanale Covid-19, report 24-30 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5044
Valle D'Aosta,20200901,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/ValledAosta_20200901.pdf,"Monitoraggio settimanale Covid-19, report 24-30 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5044
Veneto,20200901,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Veneto_20200901.pdf,"Monitoraggio settimanale Covid-19, report 24-30 agosto",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5044
Abruzzo,20200908,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Abruzzo_20200908.pdf,"Monitoraggio settimanale Covid-19, report 31 agosto 6 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5053
Basilicata,20200908,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Basilicata_20200908.pdf,"Monitoraggio settimanale Covid-19, report 31 agosto 6 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5053
Calabria,20200908,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Calabria_20200908.pdf,"Monitoraggio settimanale Covid-19, report 31 agosto 6 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5053
Campania,20200908,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Campania_20200908.pdf,"Monitoraggio settimanale Covid-19, report 31 agosto 6 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5053
Emilia Romagna,20200908,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Emilia-Romagna_20200908.pdf,"Monitoraggio settimanale Covid-19, report 31 agosto 6 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5053
Friuli Venezia Giulia,20200908,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Friuli-Venezia_Giulia_20200908.pdf,"Monitoraggio settimanale Covid-19, report 31 agosto 6 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5053
Lazio,20200908,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Lazio_20200908.pdf,"Monitoraggio settimanale Covid-19, report 31 agosto 6 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5053
Liguria,20200908,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Liguria_20200908.pdf,"Monitoraggio settimanale Covid-19, report 31 agosto 6 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5053
Lombardia,20200908,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Lombardia_20200908.pdf,"Monitoraggio settimanale Covid-19, report 31 agosto 6 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5053
Marche,20200908,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Marche_20200908.pdf,"Monitoraggio settimanale Covid-19, report 31 agosto 6 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5053
Molise,20200908,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Molise_20200908.pdf,"Monitoraggio settimanale Covid-19, report 31 agosto 6 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5053
PA Bolzano,20200908,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/PA_Bolzano_20200908.pdf,"Monitoraggio settimanale Covid-19, report 31 agosto 6 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5053
PA Trento,20200908,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/PA_Trento_20200908.pdf,"Monitoraggio settimanale Covid-19, report 31 agosto 6 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5053
Piemonte,20200908,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Piemonte_20200908.pdf,"Monitoraggio settimanale Covid-19, report 31 agosto 6 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5053
Puglia,20200908,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Puglia_20200908.pdf,"Monitoraggio settimanale Covid-19, report 31 agosto 6 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5053
Sardegna,20200908,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Sardegna_20200908.pdf,"Monitoraggio settimanale Covid-19, report 31 agosto 6 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5053
Sicilia,20200908,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Sicilia_20200908.pdf,"Monitoraggio settimanale Covid-19, report 31 agosto 6 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5053
Toscana,20200908,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Toscana_20200908.pdf,"Monitoraggio settimanale Covid-19, report 31 agosto 6 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5053
Umbria,20200908,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Umbria_20200908.pdf,"Monitoraggio settimanale Covid-19, report 31 agosto 6 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5053
Valle D'Aosta,20200908,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/ValledAosta_20200908.pdf,"Monitoraggio settimanale Covid-19, report 31 agosto 6 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5053
Veneto,20200908,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Veneto_20200908.pdf,"Monitoraggio settimanale Covid-19, report 31 agosto 6 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5053
Abruzzo,20200915,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Abruzzo_20200915.pdf,"Monitoraggio settimanale Covid-19, report 7-13 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5061
Basilicata,20200915,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Basilicata_20200915.pdf,"Monitoraggio settimanale Covid-19, report 7-13 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5061
Calabria,20200915,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Calabria_20200915.pdf,"Monitoraggio settimanale Covid-19, report 7-13 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5061
Campania,20200915,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Campania_20200915.pdf,"Monitoraggio settimanale Covid-19, report 7-13 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5061
Emilia Romagna,20200915,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Emilia-Romagna_20200915.pdf,"Monitoraggio settimanale Covid-19, report 7-13 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5061
Friuli Venezia Giulia,20200915,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Friuli-Venezia_Giulia_20200915.pdf,"Monitoraggio settimanale Covid-19, report 7-13 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5061
Lazio,20200915,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Lazio_20200915.pdf,"Monitoraggio settimanale Covid-19, report 7-13 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5061
Liguria,20200915,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Liguria_20200915.pdf,"Monitoraggio settimanale Covid-19, report 7-13 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5061
Lombardia,20200915,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Lombardia_20200915.pdf,"Monitoraggio settimanale Covid-19, report 7-13 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5061
Marche,20200915,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Marche_20200915.pdf,"Monitoraggio settimanale Covid-19, report 7-13 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5061
Molise,20200915,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Molise_20200915.pdf,"Monitoraggio settimanale Covid-19, report 7-13 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5061
PA Bolzano,20200915,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_PA_Bolzano_20200915.pdf,"Monitoraggio settimanale Covid-19, report 7-13 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5061
PA Trento,20200915,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_PA_Trento_20200915.pdf,"Monitoraggio settimanale Covid-19, report 7-13 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5061
Piemonte,20200915,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Piemonte_20200915.pdf,"Monitoraggio settimanale Covid-19, report 7-13 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5061
Puglia,20200915,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Puglia_20200915.pdf,"Monitoraggio settimanale Covid-19, report 7-13 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5061
Sardegna,20200915,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Sardegna_20200915.pdf,"Monitoraggio settimanale Covid-19, report 7-13 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5061
Sicilia,20200915,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Sicilia_20200915.pdf,"Monitoraggio settimanale Covid-19, report 7-13 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5061
Toscana,20200915,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Toscana_20200915.pdf,"Monitoraggio settimanale Covid-19, report 7-13 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5061
Umbria,20200915,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Umbria_20200915.pdf,"Monitoraggio settimanale Covid-19, report 7-13 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5061
Valle D'Aosta,20200915,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_ValledAosta_20200915.pdf,"Monitoraggio settimanale Covid-19, report 7-13 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5061
Veneto,20200915,http://www.salute.gov.it/portale/news/documenti/Epi_aggiornamenti/Epi_aggiornamento_Veneto_20200915.pdf,"Monitoraggio settimanale Covid-19, report 7-13 settembre",http://www.salute.gov.it/portale/news/p3_2_1_1_1.jsp?lingua=italiano&menu=notizie&p=dalministero&id=5061
