date,type,author,title,path,datetime,URL,tag
05/10/22,Italia,,Seconda Relazione al Parlamento sullo stato di attuazione del Piano Nazionale di Ripresa e Resilienza,null,2022-10-05,https://italiadomani.gov.it,
05/10/22,Decreti amministrativi e regolamenti,,Seconda Relazione al Parlamento sullo stato di attuazione del Piano Nazionale di Ripresa e Resilienza,null,2022-10-05,https://italiadomani.gov.it,
05/10/22,"Circolari, linee guida",Italia,Seconda Relazione al Parlamento sullo stato di attuazione del Piano Nazionale di Ripresa e Resilienza,null,2022-10-05,https://italiadomani.gov.it,
05/10/22,"Circolari, linee guida",Italia,Seconda Relazione al Parlamento sullo stato di attuazione del Piano Nazionale di Ripresa e Resilienza,,2022-10-05,https://italiadomani.gov.it,
23/09/22,,,Circolare n.28 del 4.07.2022 “Controllo di regolarità amministrativa e contabile dei rendiconti di contabilità ordinaria e di contabilità speciale. Controllo di regolarità amministrativa e contabile sugli atti di gestione delle risorse del PNRR - prime indicazioni operative”,null,2022-09-23,https://italiadomani.gov.it,
23/09/22,Italia,,Circolare n.28 del 4.07.2022 “Controllo di regolarità amministrativa e contabile dei rendiconti di contabilità ordinaria e di contabilità speciale. Controllo di regolarità amministrativa e contabile sugli atti di gestione delle risorse del PNRR - prime indicazioni operative”,null,2022-09-23,https://italiadomani.gov.it,
23/09/22,Decreti amministrativi e regolamenti,,Circolare n.28 del 4.07.2022 “Controllo di regolarità amministrativa e contabile dei rendiconti di contabilità ordinaria e di contabilità speciale. Controllo di regolarità amministrativa e contabile sugli atti di gestione delle risorse del PNRR - prime indicazioni operative”,null,2022-09-23,https://italiadomani.gov.it,
23/09/22,"Circolari, linee guida",Italia,Circolare n.28 del 4.07.2022 “Controllo di regolarità amministrativa e contabile dei rendiconti di contabilità ordinaria e di contabilità speciale. Controllo di regolarità amministrativa e contabile sugli atti di gestione delle risorse del PNRR - prime indicazioni operative”,null,2022-09-23,https://italiadomani.gov.it,
23/09/22,"Circolari, linee guida",Italia,Circolare n.28 del 4.07.2022 “Controllo di regolarità amministrativa e contabile dei rendiconti di contabilità ordinaria e di contabilità speciale. Controllo di regolarità amministrativa e contabile sugli atti di gestione delle risorse del PNRR - prime indicazioni operative”,,2022-09-23,https://italiadomani.gov.it,
23/09/22,Italia,,Circolare n.28 del 4.07.2022 “Controllo di regolarità amministrativa e contabile dei rendiconti di contabilità ordinaria e di contabilità speciale. Controllo di regolarità amministrativa e contabile sugli atti di gestione delle risorse del PNRR - prime indicazioni operative”,,2022-09-23,https://italiadomani.gov.it,
23/09/22,,,"Circolare n.31 del 21.09.2022 “Modalità di accesso al Fondo per l’avvio di opere indifferibili di cui all'articolo 26, commi 7 e 7-bis, del decreto-legge 17 maggio 2022, n. 50.",null,2022-09-23,https://italiadomani.gov.it,
23/09/22,"Circolari, linee guida",,"Circolare n.31 del 21.09.2022 “Modalità di accesso al Fondo per l’avvio di opere indifferibili di cui all'articolo 26, commi 7 e 7-bis, del decreto-legge 17 maggio 2022, n. 50.",null,2022-09-23,https://italiadomani.gov.it,
23/09/22,Italia,,"Circolare n.31 del 21.09.2022 “Modalità di accesso al Fondo per l’avvio di opere indifferibili di cui all'articolo 26, commi 7 e 7-bis, del decreto-legge 17 maggio 2022, n. 50.",null,2022-09-23,https://italiadomani.gov.it,
23/09/22,Decreti amministrativi e regolamenti,,"Circolare n.31 del 21.09.2022 “Modalità di accesso al Fondo per l’avvio di opere indifferibili di cui all'articolo 26, commi 7 e 7-bis, del decreto-legge 17 maggio 2022, n. 50.",null,2022-09-23,https://italiadomani.gov.it,
23/09/22,"Circolari, linee guida",Italia,"Circolare n.31 del 21.09.2022 “Modalità di accesso al Fondo per l’avvio di opere indifferibili di cui all'articolo 26, commi 7 e 7-bis, del decreto-legge 17 maggio 2022, n. 50.",null,2022-09-23,https://italiadomani.gov.it,
23/09/22,"Circolari, linee guida",Italia,"Circolare n.31 del 21.09.2022 “Modalità di accesso al Fondo per l’avvio di opere indifferibili di cui all'articolo 26, commi 7 e 7-bis, del decreto-legge 17 maggio 2022, n. 50.",,2022-09-23,https://italiadomani.gov.it,
23/09/22,"Circolari, linee guida",,"Circolare n.31 del 21.09.2022 “Modalità di accesso al Fondo per l’avvio di opere indifferibili di cui all'articolo 26, commi 7 e 7-bis, del decreto-legge 17 maggio 2022, n. 50.",,2022-09-23,https://italiadomani.gov.it,
23/09/22,Italia,,"Circolare n.31 del 21.09.2022 “Modalità di accesso al Fondo per l’avvio di opere indifferibili di cui all'articolo 26, commi 7 e 7-bis, del decreto-legge 17 maggio 2022, n. 50.",,2022-09-23,https://italiadomani.gov.it,
23/09/22,Italia,,Circolare n.32 del 22.09.2022 “Piano Nazionale di Ripresa e Resilienza - acquisto di immobili pubblici a valere sul PNRR”,,2022-09-23,https://italiadomani.gov.it,
23/09/22,Altro,,Circolare n.32 del 22.09.2022 “Piano Nazionale di Ripresa e Resilienza - acquisto di immobili pubblici a valere sul PNRR”,,2022-09-23,https://italiadomani.gov.it,
23/09/22,"Circolari, linee guida",,Circolare n.32 del 22.09.2022 “Piano Nazionale di Ripresa e Resilienza - acquisto di immobili pubblici a valere sul PNRR”,,2022-09-23,https://italiadomani.gov.it,
23/09/22,"Circolari, linee guida",Italia,Circolare n.32 del 22.09.2022 “Piano Nazionale di Ripresa e Resilienza - acquisto di immobili pubblici a valere sul PNRR”,,2022-09-23,https://italiadomani.gov.it,
23/09/22,,,"Circolare n.32 del 22.09.2022 “Piano Nazionale di Ripresa e Resilienza – acquisto di immobili a valere sul PNRR""",null,2022-09-23,https://italiadomani.gov.it,
23/09/22,Altro,,"Circolare n.32 del 22.09.2022 “Piano Nazionale di Ripresa e Resilienza – acquisto di immobili a valere sul PNRR""",null,2022-09-23,https://italiadomani.gov.it,
23/09/22,"Circolari, linee guida",,"Circolare n.32 del 22.09.2022 “Piano Nazionale di Ripresa e Resilienza – acquisto di immobili a valere sul PNRR""",null,2022-09-23,https://italiadomani.gov.it,
23/09/22,Italia,,"Circolare n.32 del 22.09.2022 “Piano Nazionale di Ripresa e Resilienza – acquisto di immobili a valere sul PNRR""",null,2022-09-23,https://italiadomani.gov.it,
23/09/22,Decreti amministrativi e regolamenti,,"Circolare n.32 del 22.09.2022 “Piano Nazionale di Ripresa e Resilienza – acquisto di immobili a valere sul PNRR""",null,2022-09-23,https://italiadomani.gov.it,
23/09/22,Italia,,"Circolare n.32 del 22.09.2022 “Piano Nazionale di Ripresa e Resilienza – acquisto di immobili a valere sul PNRR""",,2022-09-23,https://italiadomani.gov.it,
24/08/22,,,D.M. MEF 06.08.2021 “Assegnazione delle risorse finanziarie previste per l’attuazione degli interventi del Piano nazionale di ripresa e resilienza (PNRR) e s.m.i.”,null,2022-08-24,https://italiadomani.gov.it,
24/08/22,Altro,,D.M. MEF 06.08.2021 “Assegnazione delle risorse finanziarie previste per l’attuazione degli interventi del Piano nazionale di ripresa e resilienza (PNRR) e s.m.i.”,null,2022-08-24,https://italiadomani.gov.it,
24/08/22,"Circolari, linee guida",,D.M. MEF 06.08.2021 “Assegnazione delle risorse finanziarie previste per l’attuazione degli interventi del Piano nazionale di ripresa e resilienza (PNRR) e s.m.i.”,null,2022-08-24,https://italiadomani.gov.it,
24/08/22,Italia,,D.M. MEF 06.08.2021 “Assegnazione delle risorse finanziarie previste per l’attuazione degli interventi del Piano nazionale di ripresa e resilienza (PNRR) e s.m.i.”,null,2022-08-24,https://italiadomani.gov.it,
24/08/22,,,"D.M. MEF 06.08.2021 “Assegnazione delle risorse finanziarie previste per l’attuazione degli interventi del Piano nazionale di ripresa e resilienza (PNRR)"" e s.m.i.",null,2022-08-24,https://italiadomani.gov.it,
12/08/22,,,Circolare n.30 dell’11.08.2022 “Circolare sulle procedure di controllo e rendicontazione delle misure PNRR”,null,2022-08-12,https://italiadomani.gov.it,
12/08/22,Decreti amministrativi e regolamenti,,Circolare n.30 dell’11.08.2022 “Circolare sulle procedure di controllo e rendicontazione delle misure PNRR”,null,2022-08-12,https://italiadomani.gov.it,
12/08/22,Altro,,Circolare n.30 dell’11.08.2022 “Circolare sulle procedure di controllo e rendicontazione delle misure PNRR”,null,2022-08-12,https://italiadomani.gov.it,
12/08/22,"Circolari, linee guida",,Circolare n.30 dell’11.08.2022 “Circolare sulle procedure di controllo e rendicontazione delle misure PNRR”,null,2022-08-12,https://italiadomani.gov.it,
12/08/22,"Circolari, linee guida",,Circolare n.30 dell’11.08.2022 “Circolare sulle procedure di controllo e rendicontazione delle misure PNRR”,,2022-08-12,https://italiadomani.gov.it,
12/08/22,Decreti amministrativi e regolamenti,,Circolare n.30 dell’11.08.2022 “Circolare sulle procedure di controllo e rendicontazione delle misure PNRR”,,2022-08-12,https://italiadomani.gov.it,
12/08/22,Altro,,Circolare n.30 dell’11.08.2022 “Circolare sulle procedure di controllo e rendicontazione delle misure PNRR”,,2022-08-12,https://italiadomani.gov.it,
12/08/22,Italia,,Circolare n.30 dell’11.08.2022 “Circolare sulle procedure di controllo e rendicontazione delle misure PNRR”,,2022-08-12,https://italiadomani.gov.it,
26/07/22,,,Circolare n.29 del 26.07.2022 “Modalità di erogazione delle risorse PNRR e principali modalità di contabilizzazione da parte degli enti territoriali soggetti attuatori”,null,2022-07-26,https://italiadomani.gov.it,
26/07/22,Decreti amministrativi e regolamenti,,Circolare n.29 del 26.07.2022 “Modalità di erogazione delle risorse PNRR e principali modalità di contabilizzazione da parte degli enti territoriali soggetti attuatori”,null,2022-07-26,https://italiadomani.gov.it,
26/07/22,Altro,,Circolare n.29 del 26.07.2022 “Modalità di erogazione delle risorse PNRR e principali modalità di contabilizzazione da parte degli enti territoriali soggetti attuatori”,null,2022-07-26,https://italiadomani.gov.it,
26/07/22,Altro,,Circolare n.29 del 26.07.2022 “Modalità di erogazione delle risorse PNRR e principali modalità di contabilizzazione da parte degli enti territoriali soggetti attuatori”,,2022-07-26,https://italiadomani.gov.it,
26/07/22,Decreti amministrativi e regolamenti,,Circolare n.29 del 26.07.2022 “Modalità di erogazione delle risorse PNRR e principali modalità di contabilizzazione da parte degli enti territoriali soggetti attuatori”,,2022-07-26,https://italiadomani.gov.it,
26/07/22,"Circolari, linee guida",,Circolare n.29 del 26.07.2022 “Modalità di erogazione delle risorse PNRR e principali modalità di contabilizzazione da parte degli enti territoriali soggetti attuatori”,,2022-07-26,https://italiadomani.gov.it,
22/07/22,,,Le domande su ReGiS: risposte per gli attori istituzionali del PNRR,null,2022-07-22,https://italiadomani.gov.it,
22/07/22,Altro,,Le domande su ReGiS: risposte per gli attori istituzionali del PNRR,null,2022-07-22,https://italiadomani.gov.it,
22/07/22,Decreti amministrativi e regolamenti,,Le domande su ReGiS: risposte per gli attori istituzionali del PNRR,null,2022-07-22,https://italiadomani.gov.it,
22/07/22,Decreti amministrativi e regolamenti,,Le domande su ReGiS: risposte per gli attori istituzionali del PNRR,,2022-07-22,https://italiadomani.gov.it,
22/07/22,Altro,,Le domande su ReGiS: risposte per gli attori istituzionali del PNRR,,2022-07-22,https://italiadomani.gov.it,
14/07/22,,,M1C2-16 – Investimento 3 “Connessioni Internet veloci (banda ultra-larga e 5G)” - Avvisi di aggiudicazione appalto per progetti di connessione veloce,null,2022-07-14,https://italiadomani.gov.it,
14/07/22,"Circolari, linee guida",,M1C2-16 – Investimento 3 “Connessioni Internet veloci (banda ultra-larga e 5G)” - Avvisi di aggiudicazione appalto per progetti di connessione veloce,null,2022-07-14,https://italiadomani.gov.it,
14/07/22,"Circolari, linee guida",,M1C2-16 – Investimento 3 “Connessioni Internet veloci (banda ultra-larga e 5G)” - Avvisi di aggiudicazione appalto per progetti di connessione veloce,,2022-07-14,https://italiadomani.gov.it,
14/07/22,Altro,,M1C2-16 – Investimento 3 “Connessioni Internet veloci (banda ultra-larga e 5G)” - Avvisi di aggiudicazione appalto per progetti di connessione veloce,,2022-07-14,https://italiadomani.gov.it,
14/07/22,,,"M4C2-18 - Investimento 1.5: Creazione e rafforzamento di ""ecosistemi dell'innovazione per la sostenibilità"", creazione di ""leader territoriali di R&S"" – Decreti di concessione dei finanziamenti",null,2022-07-14,https://italiadomani.gov.it,
14/07/22,"Circolari, linee guida",,"M4C2-18 - Investimento 1.5: Creazione e rafforzamento di ""ecosistemi dell'innovazione per la sostenibilità"", creazione di ""leader territoriali di R&S"" – Decreti di concessione dei finanziamenti",null,2022-07-14,https://italiadomani.gov.it,
14/07/22,Altro,,"M4C2-18 - Investimento 1.5: Creazione e rafforzamento di ""ecosistemi dell'innovazione per la sostenibilità"", creazione di ""leader territoriali di R&S"" – Decreti di concessione dei finanziamenti",null,2022-07-14,https://italiadomani.gov.it,
14/07/22,Altro,,"M4C2-18 - Investimento 1.5: Creazione e rafforzamento di ""ecosistemi dell'innovazione per la sostenibilità"", creazione di ""leader territoriali di R&S"" – Decreti di concessione dei finanziamenti",,2022-07-14,https://italiadomani.gov.it,
14/07/22,"Circolari, linee guida",,"M4C2-18 - Investimento 1.5: Creazione e rafforzamento di ""ecosistemi dell'innovazione per la sostenibilità"", creazione di ""leader territoriali di R&S"" – Decreti di concessione dei finanziamenti",,2022-07-14,https://italiadomani.gov.it,
14/07/22,Decreti amministrativi e regolamenti,,"M4C2-18 - Investimento 1.5: Creazione e rafforzamento di ""ecosistemi dell'innovazione per la sostenibilità"", creazione di ""leader territoriali di R&S"" – Decreti di concessione dei finanziamenti",,2022-07-14,https://italiadomani.gov.it,
14/07/22,,,"M4C2-19 - Investimento 1.4: Potenziamento strutture di ricerca e creazione di ""campioni nazionali di R&S"" su alcune Key Enabling Technologies – Decreti di concessione dei finanziamenti",null,2022-07-14,https://italiadomani.gov.it,
14/07/22,Altro,,"M4C2-19 - Investimento 1.4: Potenziamento strutture di ricerca e creazione di ""campioni nazionali di R&S"" su alcune Key Enabling Technologies – Decreti di concessione dei finanziamenti",null,2022-07-14,https://italiadomani.gov.it,
14/07/22,Decreti amministrativi e regolamenti,,"M4C2-19 - Investimento 1.4: Potenziamento strutture di ricerca e creazione di ""campioni nazionali di R&S"" su alcune Key Enabling Technologies – Decreti di concessione dei finanziamenti",null,2022-07-14,https://italiadomani.gov.it,
14/07/22,Decreti amministrativi e regolamenti,,"M4C2-19 - Investimento 1.4: Potenziamento strutture di ricerca e creazione di ""campioni nazionali di R&S"" su alcune Key Enabling Technologies – Decreti di concessione dei finanziamenti",,2022-07-14,https://italiadomani.gov.it,
14/07/22,"Circolari, linee guida",,"M4C2-19 - Investimento 1.4: Potenziamento strutture di ricerca e creazione di ""campioni nazionali di R&S"" su alcune Key Enabling Technologies – Decreti di concessione dei finanziamenti",,2022-07-14,https://italiadomani.gov.it,
14/07/22,Altro,,"M4C2-19 - Investimento 1.4: Potenziamento strutture di ricerca e creazione di ""campioni nazionali di R&S"" su alcune Key Enabling Technologies – Decreti di concessione dei finanziamenti",,2022-07-14,https://italiadomani.gov.it,
22/06/22,,,Circolare n. 26 del 14.06.2022 “Rendicontazione Milestone/Target connessi alla seconda Richiesta di pagamento alla C.E. prevista per il 28 giugno 2022”,null,2022-06-22,https://italiadomani.gov.it,
22/06/22,"Circolari, linee guida",,Circolare n. 26 del 14.06.2022 “Rendicontazione Milestone/Target connessi alla seconda Richiesta di pagamento alla C.E. prevista per il 28 giugno 2022”,null,2022-06-22,https://italiadomani.gov.it,
22/06/22,"Circolari, linee guida",,Circolare n. 26 del 14.06.2022 “Rendicontazione Milestone/Target connessi alla seconda Richiesta di pagamento alla C.E. prevista per il 28 giugno 2022”,,2022-06-22,https://italiadomani.gov.it,
22/06/22,"Leggi, decreti legislativi e decreti-legge",,Circolare n. 26 del 14.06.2022 “Rendicontazione Milestone/Target connessi alla seconda Richiesta di pagamento alla C.E. prevista per il 28 giugno 2022”,,2022-06-22,https://italiadomani.gov.it,
22/06/22,,,Circolare n.21 del 29.04.2022 “Chiarimenti in relazione alla disciplina nazionale in materia di contratti pubblici richiamata nei dispositivi attuativi relativi agli interventi PNRR e PNC”,null,2022-06-22,https://italiadomani.gov.it,
22/06/22,"Circolari, linee guida",,Circolare n.21 del 29.04.2022 “Chiarimenti in relazione alla disciplina nazionale in materia di contratti pubblici richiamata nei dispositivi attuativi relativi agli interventi PNRR e PNC”,null,2022-06-22,https://italiadomani.gov.it,
22/06/22,"Circolari, linee guida",,Circolare n.21 del 29.04.2022 “Chiarimenti in relazione alla disciplina nazionale in materia di contratti pubblici richiamata nei dispositivi attuativi relativi agli interventi PNRR e PNC”,,2022-06-22,https://italiadomani.gov.it,
22/06/22,"Leggi, decreti legislativi e decreti-legge",,Circolare n.21 del 29.04.2022 “Chiarimenti in relazione alla disciplina nazionale in materia di contratti pubblici richiamata nei dispositivi attuativi relativi agli interventi PNRR e PNC”,,2022-06-22,https://italiadomani.gov.it,
22/06/22,,,Circolare n.27 del 21.06.2022 “Monitoraggio delle misure PNRR”,null,2022-06-22,https://italiadomani.gov.it,
22/06/22,"Circolari, linee guida",,Circolare n.27 del 21.06.2022 “Monitoraggio delle misure PNRR”,null,2022-06-22,https://italiadomani.gov.it,
22/06/22,"Circolari, linee guida",,Circolare n.27 del 21.06.2022 “Monitoraggio delle misure PNRR”,,2022-06-22,https://italiadomani.gov.it,
22/06/22,"Leggi, decreti legislativi e decreti-legge",,Circolare n.27 del 21.06.2022 “Monitoraggio delle misure PNRR”,,2022-06-22,https://italiadomani.gov.it,
22/06/22,,,Circolare n.31 del 14.12.2021 “Rendicontazione PNRR al 31.12.2021 - Trasmissione dichiarazione di gestione e check-list relativa a milestone e target,null,2022-06-22,https://italiadomani.gov.it,
22/06/22,"Circolari, linee guida",,Circolare n.31 del 14.12.2021 “Rendicontazione PNRR al 31.12.2021 - Trasmissione dichiarazione di gestione e check-list relativa a milestone e target,null,2022-06-22,https://italiadomani.gov.it,
22/06/22,"Circolari, linee guida",,Circolare n.31 del 14.12.2021 “Rendicontazione PNRR al 31.12.2021 - Trasmissione dichiarazione di gestione e check-list relativa a milestone e target,,2022-06-22,https://italiadomani.gov.it,
21/06/22,"Circolari, linee guida",,Circolare n.27 del 21.06.2022 “Monitoraggio delle misure PNRR”,,2022-06-21,https://italiadomani.gov.it,
14/06/22,"Circolari, linee guida",,Circolare n. 26 del 14.06.2022 “Rendicontazione Milestone/Target connessi alla seconda Richiesta di pagamento alla C.E. prevista per il 28 giugno 2022”,,2022-06-14,https://italiadomani.gov.it,
13/06/22,,,Circolare n.6 del 13/06/2022 recante Contrasto alle infiltrazioni mafiose nell’ambito della realizzazione delle progettualità inerenti al Piano Nazionale di Ripresa e di Resilienza (PNRR).,null,2022-06-13,https://italiadomani.gov.it,
13/06/22,"Leggi, decreti legislativi e decreti-legge",,Circolare n.6 del 13/06/2022 recante Contrasto alle infiltrazioni mafiose nell’ambito della realizzazione delle progettualità inerenti al Piano Nazionale di Ripresa e di Resilienza (PNRR).,null,2022-06-13,https://italiadomani.gov.it,
13/06/22,"Leggi, decreti legislativi e decreti-legge",,Circolare n.6 del 13/06/2022 recante Contrasto alle infiltrazioni mafiose nell’ambito della realizzazione delle progettualità inerenti al Piano Nazionale di Ripresa e di Resilienza (PNRR).,,2022-06-13,https://italiadomani.gov.it,
13/06/22,Normativa e documenti europei,,Circolare n.6 del 13/06/2022 recante Contrasto alle infiltrazioni mafiose nell’ambito della realizzazione delle progettualità inerenti al Piano Nazionale di Ripresa e di Resilienza (PNRR).,,2022-06-13,https://italiadomani.gov.it,
13/06/22,"Circolari, linee guida",,Circolare n.6 del 13/06/2022 recante Contrasto alle infiltrazioni mafiose nell’ambito della realizzazione delle progettualità inerenti al Piano Nazionale di Ripresa e di Resilienza (PNRR).,,2022-06-13,https://italiadomani.gov.it,
10/05/22,,,DL 152/2021 recante disposizioni urgenti per l'attuazione del Piano nazionale di ripresa e resilienza (PNRR) e per la prevenzione delle infiltrazioni mafiose,null,2022-05-10,https://italiadomani.gov.it,
10/05/22,Normativa e documenti europei,,DL 152/2021 recante disposizioni urgenti per l'attuazione del Piano nazionale di ripresa e resilienza (PNRR) e per la prevenzione delle infiltrazioni mafiose,null,2022-05-10,https://italiadomani.gov.it,
10/05/22,Normativa e documenti europei,,DL 152/2021 recante disposizioni urgenti per l'attuazione del Piano nazionale di ripresa e resilienza (PNRR) e per la prevenzione delle infiltrazioni mafiose,,2022-05-10,https://italiadomani.gov.it,
10/05/22,Presentazioni,,DL 152/2021 recante disposizioni urgenti per l'attuazione del Piano nazionale di ripresa e resilienza (PNRR) e per la prevenzione delle infiltrazioni mafiose,,2022-05-10,https://italiadomani.gov.it,
10/05/22,"Leggi, decreti legislativi e decreti-legge",,DL 152/2021 recante disposizioni urgenti per l'attuazione del Piano nazionale di ripresa e resilienza (PNRR) e per la prevenzione delle infiltrazioni mafiose,,2022-05-10,https://italiadomani.gov.it,
10/05/22,,,DL 36/2022 recante ulteriori misure urgenti per l'attuazione del Piano nazionale di ripresa e resilienza (PNRR).,null,2022-05-10,https://italiadomani.gov.it,
10/05/22,"Leggi, decreti legislativi e decreti-legge",,DL 36/2022 recante ulteriori misure urgenti per l'attuazione del Piano nazionale di ripresa e resilienza (PNRR).,null,2022-05-10,https://italiadomani.gov.it,
10/05/22,"Leggi, decreti legislativi e decreti-legge",,DL 36/2022 recante ulteriori misure urgenti per l'attuazione del Piano nazionale di ripresa e resilienza (PNRR).,,2022-05-10,https://italiadomani.gov.it,
10/05/22,Presentazioni,,DL 36/2022 recante ulteriori misure urgenti per l'attuazione del Piano nazionale di ripresa e resilienza (PNRR).,,2022-05-10,https://italiadomani.gov.it,
10/05/22,Normativa e documenti europei,,DL 36/2022 recante ulteriori misure urgenti per l'attuazione del Piano nazionale di ripresa e resilienza (PNRR).,,2022-05-10,https://italiadomani.gov.it,
29/04/22,"Circolari, linee guida",,Circolare n.21 del 29.04.2022 “Chiarimenti in relazione alla disciplina nazionale in materia di contratti pubblici richiamata nei dispositivi attuativi relativi agli interventi PNRR e PNC”,,2022-04-29,https://italiadomani.gov.it,
13/04/22,,,Decisione di esecuzione della Commissione Ue sulla prima rata dei fondi PNRR,null,2022-04-13,https://italiadomani.gov.it,
13/04/22,Presentazioni,,Decisione di esecuzione della Commissione Ue sulla prima rata dei fondi PNRR,null,2022-04-13,https://italiadomani.gov.it,
13/04/22,Presentazioni,,Decisione di esecuzione della Commissione Ue sulla prima rata dei fondi PNRR,,2022-04-13,https://italiadomani.gov.it,
13/04/22,Normativa e documenti europei,,Decisione di esecuzione della Commissione Ue sulla prima rata dei fondi PNRR,,2022-04-13,https://italiadomani.gov.it,
13/04/22,Normativa e documenti europei,,Decisione di esecuzione della Commissione Ue sulla prima rata dei fondi PNRR,/content/dam/sogei-ng/documenti/COMMISSION_IMPLEMENTING_DECISION_IT.pdf,2022-04-13,https://italiadomani.gov.it/content/dam/sogei-ng/documenti/COMMISSION_IMPLEMENTING_DECISION_IT.pdf,
31/03/22,,,Le slide del Webinar “Il principio DNSH nella produzione di energia”,null,2022-03-31,https://italiadomani.gov.it,
31/03/22,Presentazioni,,Le slide del Webinar “Il principio DNSH nella produzione di energia”,null,2022-03-31,https://italiadomani.gov.it,
31/03/22,Presentazioni,,Le slide del Webinar “Il principio DNSH nella produzione di energia”,,2022-03-31,https://italiadomani.gov.it,
31/03/22,Altro,Italia,Le slide del Webinar “Il principio DNSH nella produzione di energia”,,2022-03-31,https://italiadomani.gov.it,
31/03/22,Presentazioni,,Le slide del Webinar “Il principio DNSH nella produzione di energia”,/content/dam/sogei-ng/documenti/DNSH_Modulo%204_Produzione%20energia.pptx,2022-03-31,https://italiadomani.gov.it/content/dam/sogei-ng/documenti/DNSH_Modulo%204_Produzione%20energia.pptx,
09/03/22,,,Le slide del Webinar “Il principio DNSH nelle infrastrutture e nei trasporti”,null,2022-03-09,https://italiadomani.gov.it,
09/03/22,,,Le slide del Webinar “Il principio DNSH nelle infrastrutture e nei trasporti”,,2022-03-09,https://italiadomani.gov.it,
09/03/22,Presentazioni,,Le slide del Webinar “Il principio DNSH nelle infrastrutture e nei trasporti”,,2022-03-09,https://italiadomani.gov.it,
09/03/22,Altro,Italia,Le slide del Webinar “Il principio DNSH nelle infrastrutture e nei trasporti”,,2022-03-09,https://italiadomani.gov.it,
09/03/22,Presentazioni,,Le slide del Webinar “Il principio DNSH nelle infrastrutture e nei trasporti”,/content/dam/sogei-ng/documenti/DNSH_Modulo%203_Infrastrutture%20e%20trasporti.pptx,2022-03-09,https://italiadomani.gov.it/content/dam/sogei-ng/documenti/DNSH_Modulo%203_Infrastrutture%20e%20trasporti.pptx,
09/03/22,Presentazione,,Le slide del Webinar “Il principio DNSH nelle infrastrutture e nei trasporti”,/content/dam/sogei-ng/documenti/DNSH_Modulo%203_Infrastrutture%20e%20trasporti.pptx,2022-03-09,https://italiadomani.gov.it/content/dam/sogei-ng/documenti/DNSH_Modulo%203_Infrastrutture%20e%20trasporti.pptx,
09/03/22,,,Le slide del Webinar “Il principio DNSH nelle infrastrutture e nei trasporti”,/content/dam/sogei-ng/documenti/DNSH_Modulo%203_Infrastrutture%20e%20trasporti.pptx,2022-03-09,https://italiadomani.gov.it/content/dam/sogei-ng/documenti/DNSH_Modulo%203_Infrastrutture%20e%20trasporti.pptx,
08/03/22,,,Le slide del Webinar “Il principio DNSH nella gestione dei rifiuti”,,2022-03-08,https://italiadomani.gov.it,
08/03/22,Altro,Italia,Le slide del Webinar “Il principio DNSH nella gestione dei rifiuti”,,2022-03-08,https://italiadomani.gov.it,
08/03/22,Presentazioni,,Le slide del Webinar “Il principio DNSH nella gestione dei rifiuti”,,2022-03-08,https://italiadomani.gov.it,
08/03/22,Presentazioni,,Le slide del Webinar “Il principio DNSH nella gestione dei rifiuti”,/content/dam/sogei-ng/documenti/DNSH_Modulo%202_Gestione%20Rifiuti.pptx,2022-03-08,https://italiadomani.gov.it/content/dam/sogei-ng/documenti/DNSH_Modulo%202_Gestione%20Rifiuti.pptx,
08/03/22,Presentazione,,Le slide del Webinar “Il principio DNSH nella gestione dei rifiuti”,/content/dam/sogei-ng/documenti/DNSH_Modulo%202_Gestione%20Rifiuti.pptx,2022-03-08,https://italiadomani.gov.it/content/dam/sogei-ng/documenti/DNSH_Modulo%202_Gestione%20Rifiuti.pptx,
08/03/22,Dati PNRR,,Le slide del Webinar “Il principio DNSH nella gestione dei rifiuti”,/content/dam/sogei-ng/documenti/DNSH_Modulo%202_Gestione%20Rifiuti.pptx,2022-03-08,https://italiadomani.gov.it/content/dam/sogei-ng/documenti/DNSH_Modulo%202_Gestione%20Rifiuti.pptx,
02/03/22,,,Audizione del Min. Cingolani del 15 febbraio 2022 relativa allo stato di attuazione del PNRR,,2022-03-02,https://italiadomani.gov.it,
02/03/22,Altro,Italia,Audizione del Min. Cingolani del 15 febbraio 2022 relativa allo stato di attuazione del PNRR,,2022-03-02,https://italiadomani.gov.it,
02/03/22,Altro,Italia,Audizione del Min. Cingolani del 15 febbraio 2022 relativa allo stato di attuazione del PNRR,/content/dam/sogei-ng/documenti/PNRR%20MiTE_Audizione.pdf,2022-03-02,https://italiadomani.gov.it/content/dam/sogei-ng/documenti/PNRR%20MiTE_Audizione.pdf,
02/03/22,Altro,Italia,Audizione del Min. Cingolani del 15 febbraio 2022 relativa allo stato di attuazione del PNRR,/content/dam/sogei-ng/documenti/PNRR%20MiTE_Audizione.pdf,2022-03-02,https://italiadomani.gov.it/content/dam/sogei-ng/documenti/PNRR%20MiTE_Audizione.pdf,Monitoraggio;Rivoluzione verde e transizione ecologica
02/03/22,,,Audizione del Min. Colao del 23 febbraio 2022 relativa allo stato di attuazione del PNRR,,2022-03-02,https://italiadomani.gov.it,
02/03/22,Altro,Italia,Audizione del Min. Colao del 23 febbraio 2022 relativa allo stato di attuazione del PNRR,,2022-03-02,https://italiadomani.gov.it,
